,class_num,DS_Name_cat,T_num,N_num,p_num,k_num,Bin_num,Cost_num,SDratio_num,correl_num,cancor1_num,cancor2_num,fract1_num,fract2_num,skewness_num,kurtosis_num,Hc_num,Hx_num,MCx_num,EnAtr_num,NSRatio_num,Alg_Name_cat
0,3.893,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Ac2
1,5.45,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Alloc80
2,1.791,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,BackProp
3,1.557,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Bayes
4,3.114,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,BayesTree
5,1.868,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,C4_5
6,1.09,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,CART
7,0.0,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Cal5
8,67.655,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Cascade
9,1.324,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Castle
10,5.683,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Cn2
11,24.057,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Default
12,0.779,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Dipol92
13,0.779,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Discrim
14,0.467,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,ITrule
15,1.635,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,IndCART
16,3.893,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,KNN
17,67.655,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Kohonen
18,5.138,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,LVQ
19,0.779,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,LogDisc
20,3.893,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,NewId
21,5.917,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,QuaDisc
22,1.09,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,RBF
23,2.102,Aust_Credit,690.0,690.0,14.0,2.0,4.0,0.0,1.2623,0.1024,0.7713,,1.0,,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,Smart
24,9.035,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Ac2
25,9.939,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Alloc80
26,2.711,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,BackProp
27,20.781,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Bayes
28,7.228,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,BayesTree
29,1.807,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,C4_5
30,885.438,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,CART
31,2.711,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Cal5
32,885.438,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Cascade
33,24.395,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Castle
34,10.842,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Cn2
35,27.105,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Default
36,0.0,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Dipol92
37,11.746,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Discrim
38,23.491,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,ITrule
39,4.518,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,IndCART
40,9.939,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,KNN
41,20.781,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Kohonen
42,18.07,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,LVQ
43,9.035,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,LogDisc
44,11.746,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,NewId
45,27.105,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,QuaDisc
46,9.939,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,RBF
47,0.0,BT,16000.0,20000.0,7.0,2.0,0.0,0.0,1.0975,0.1146,0.6109,,1.0,,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,Smart
48,12.819,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Ac2
49,17.397,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Alloc80
50,5.036,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,BackProp
51,25.637,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Bayes
52,10.987,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,BayesTree
53,15.566,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,C4_5
54,12.819,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,CART
55,10.53,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Cal5
56,455.064,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Cascade
57,18.77,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Castle
58,11.903,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Cn2
59,162.981,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Default
60,5.494,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Dipol92
61,8.698,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Discrim
62,27.011,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,ITrule
63,12.819,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,IndCART
64,24.264,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,KNN
65,22.891,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Kohonen
66,21.975,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,LVQ
67,0.458,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,LogDisc
68,9.614,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,NewId
69,21.059,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,QuaDisc
70,12.819,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,RBF
71,0.0,Belgian,1250.0,2500.0,28.0,2.0,0.0,0.0,1.5124,0.3503,0.8869,,1.0,,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,Smart
72,13.84,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Ac2
73,1.432,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Alloc80
74,4.295,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,BackProp
75,20.521,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Bayes
76,0.0,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,BayesTree
77,0.954,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,C4_5
78,460.999,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,CART
79,5.249,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Cal5
80,460.999,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Cascade
81,12.885,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Castle
82,3.818,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Cn2
83,12.408,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Default
84,5.249,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Dipol92
85,7.636,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Discrim
86,22.907,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,ITrule
87,2.863,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,IndCART
88,0.954,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,KNN
89,7.636,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Kohonen
90,3.341,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,LVQ
91,5.727,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,LogDisc
92,2.386,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,NewId
93,25.77,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,QuaDisc
94,4.772,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,RBF
95,6.204,CUT,7480.0,18700.0,20.0,2.0,0.0,0.0,1.032,0.2178,0.55,,1.0,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Smart
96,76.475,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Ac2
97,86.162,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Alloc80
98,467.007,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,BackProp
99,122.36,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Bayes
100,40.787,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,BayesTree
101,46.395,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,C4_5
102,467.007,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,CART
103,81.573,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Cal5
104,467.007,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Cascade
105,47.924,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Castle
106,33.649,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Cn2
107,446.613,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Default
108,3.569,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Dipol92
109,11.726,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Discrim
110,312.527,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,ITrule
111,45.375,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,IndCART
112,19.883,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,KNN
113,45.885,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Kohonen
114,18.864,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,LVQ
115,23.962,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,LogDisc
116,46.905,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,NewId
117,0.0,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,QuaDisc
118,22.942,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,RBF
119,22.433,Chromosone,20000.0,40000.0,16.0,24.0,0.0,0.0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Smart
120,9.523,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Ac2
121,17.142,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Alloc80
122,9.714,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,BackProp
123,14.475,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Bayes
124,8.38,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,BayesTree
125,0.0,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,C4_5
126,9.523,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,CART
127,0.762,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Cal5
128,14.666,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Cascade
129,7.428,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Castle
130,10.095,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Cn2
131,79.805,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Default
132,9.333,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Dipol92
133,9.523,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Discrim
134,16.761,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,ITrule
